name,discovery_method,discovery_year,orbital_period,distance,planet_radius
Kepler-269 c,Transit,2014,8.1279,2257.32,1.69
Kepler-27 b,Transit,2011,15.3348,1044.36,4.0
Kepler-27 c,Transit,2011,31.3309,1044.36,4.9
Kepler-27 d,Transit,2021,6.5463,1044.36,2.7062
Kepler-270 b,Transit,2014,11.4761,948.781,2.01
Kepler-270 c,Transit,2014,25.2629,948.781,1.77
Kepler-271 b,Transit,2014,10.4355,404.542,1.23
Kepler-271 c,Transit,2014,7.4109,404.542,0.95
Kepler-271 d,Transit,2016,5.2497,404.542,0.66
Kepler-272 b,Transit,2014,2.9714,889.608,1.43
Kepler-272 c,Transit,2014,6.0573,889.608,1.79
Kepler-272 d,Transit,2014,10.9373,889.608,2.25
Kepler-273 b,Transit,2014,2.9365,713.964,1.5
Kepler-273 c,Transit,2014,8.0149,713.964,1.98
Kepler-274 b,Transit,2014,11.6348,1333.62,1.54
Kepler-274 c,Transit,2014,33.1979,1333.62,1.84
Kepler-275 b,Transit,2014,10.3007,2034.25,2.34
Kepler-275 c,Transit,2014,16.0881,2034.25,3.38
Kepler-275 d,Transit,2014,35.6761,2034.25,3.33
Kepler-276 b,Transit,2014,14.1284,1144.86,2.87
Kepler-276 c,Transit,2013,31.884,1144.86,2.9
Kepler-276 d,Transit,2013,48.648,1144.86,2.8
Kepler-277 b,Transit,2013,17.324,976.643,2.92
Kepler-277 c,Transit,2013,33.006,976.643,3.36
Kepler-278 b,Transit,2014,30.1556,443.03,3.955
Kepler-278 c,Transit,2014,51.111,443.03,3.268
Kepler-279 b,Transit,2014,12.3097,1037.4,3.62
Kepler-279 c,Transit,2013,35.736,1037.4,4.3
Kepler-279 d,Transit,2013,54.414,1037.4,3.1
Kepler-279 e,Transit,2025,98.3531,1037.4,
Kepler-28 b,Transit,2011,5.91,438.359,1.959
Kepler-28 c,Transit,2011,8.99,438.359,1.857
Kepler-280 b,Transit,2014,2.1395,780.361,1.45
Kepler-280 c,Transit,2014,4.8071,780.361,2.01
Kepler-281 b,Transit,2014,14.646,1745.45,2.82
Kepler-281 c,Transit,2014,36.3374,1745.45,5.31
Kepler-281 d,Transit,2021,148.272,1745.45,5.9375
Kepler-282 b,Transit,2014,9.2205,1337.61,1.01
Kepler-282 c,Transit,2014,13.6387,1337.61,1.2
Kepler-282 d,Transit,2013,24.806,1337.61,2.46
Kepler-282 e,Transit,2013,44.347,1337.61,3.1
Kepler-283 b,Transit,2014,11.0082,468.094,2.13
Kepler-283 c,Transit,2014,92.7437,468.094,1.82
Kepler-284 b,Transit,2014,12.6991,1031.95,2.24
Kepler-284 c,Transit,2014,37.5145,1031.95,2.61
Kepler-285 b,Transit,2014,2.6339,824.31,1.34
Kepler-285 c,Transit,2014,6.1867,824.31,1.12
Kepler-286 b,Transit,2014,1.7963,1226.85,1.24
Kepler-286 c,Transit,2014,3.4681,1226.85,1.37
Kepler-286 d,Transit,2014,5.9143,1226.85,1.33
Kepler-286 e,Transit,2014,29.2213,1226.85,1.77
Kepler-287 b,Transit,2014,20.3422,835.86,2.33
Kepler-287 c,Transit,2014,44.8519,835.86,3.26
Kepler-288 b,Transit,2014,6.0973,1194.15,1.67
Kepler-288 c,Transit,2014,19.3058,1194.15,2.85
Kepler-288 d,Transit,2014,56.6337,1194.15,2.67
Kepler-289 b,Transit,2014,34.5383,704.438,2.49
Kepler-289 c,Transit,2014,125.8723,704.438,11.23
Kepler-289 d,Transit,2014,66.0282,704.438,3.03
Kepler-289 e,Transit,2025,330.0716,704.438,
Kepler-29 b,Transit,2011,10.3397,832.532,2.55
Kepler-29 c,Transit,2011,13.2861,832.532,2.34
Kepler-290 b,Transit,2014,14.5893,694.627,2.25
Kepler-290 c,Transit,2014,36.7703,694.627,2.7
Kepler-290 d,Transit,2023,0.764,694.627,0.86
Kepler-291 b,Transit,2014,3.5465,1786.48,2.16
Kepler-291 c,Transit,2014,5.7008,1786.48,1.88
Kepler-292 b,Transit,2014,2.5808,1056.48,1.32
Kepler-292 c,Transit,2014,3.7153,1056.48,1.47
Kepler-292 d,Transit,2014,7.0557,1056.48,2.23
Kepler-292 e,Transit,2014,11.979,1056.48,2.67
Kepler-292 f,Transit,2014,20.8342,1056.48,2.35
Kepler-293 b,Transit,2014,19.2542,974.633,3.07
Kepler-293 c,Transit,2014,54.1557,974.633,3.83
Kepler-294 b,Transit,2014,3.7012,1357.01,1.77
Kepler-294 c,Transit,2014,6.6264,1357.01,2.71
Kepler-295 b,Transit,2014,12.6452,1699.19,1.22
Kepler-295 c,Transit,2014,21.5263,1699.19,1.17
Kepler-295 d,Transit,2014,33.8841,1699.19,1.36
Kepler-296 b,Transit,2014,10.8644,,1.61
Kepler-296 c,Transit,2014,5.8416,,2.0
Kepler-296 d,Transit,2014,19.8503,,2.09
Kepler-296 e,Transit,2014,34.1421,,1.53
Kepler-296 f,Transit,2014,63.3363,,1.8
Kepler-297 b,Transit,2014,38.8718,692.14,2.87
Kepler-297 c,Transit,2014,74.9201,692.14,6.54
Kepler-297 d,Transit,2023,150.019,692.14,32.6
Kepler-298 b,Transit,2014,10.4755,518.204,1.96
Kepler-298 c,Transit,2014,22.9288,518.204,1.93
Kepler-298 d,Transit,2014,77.4736,518.204,2.5
Kepler-299 b,Transit,2014,2.9271,1052.24,1.32
Kepler-299 c,Transit,2014,6.8859,1052.24,2.65
Kepler-299 d,Transit,2014,15.0548,1052.24,1.86
Kepler-299 e,Transit,2014,38.2855,1052.24,1.87
Kepler-30 b,Transit,2012,29.3343,914.221,3.9
Kepler-30 c,Transit,2012,60.3231,914.221,12.3
Kepler-30 d,Transit,2012,143.3439,914.221,8.8
Kepler-300 b,Transit,2014,10.4463,1098.45,1.67
Kepler-300 c,Transit,2014,40.715,1098.45,2.25
Kepler-301 b,Transit,2014,2.5086,719.166,1.35
Kepler-301 c,Transit,2014,5.419,719.166,1.35
Kepler-301 d,Transit,2014,13.7512,719.166,1.75
Kepler-302 b,Transit,2014,30.1841,1402.58,4.06
Kepler-302 c,Transit,2014,127.2822,1402.58,12.45
Kepler-303 b,Transit,2014,1.9371,209.738,0.89
Kepler-303 c,Transit,2014,7.0611,209.738,1.14
Kepler-304 b,Transit,2014,3.2957,434.684,2.86
Kepler-304 c,Transit,2014,5.3159,434.684,2.17
Kepler-304 d,Transit,2014,9.6535,434.684,2.75
Kepler-304 e,Transit,2016,1.4991,434.684,1.2
Kepler-305 b,Transit,2013,5.487,868.477,3.6
Kepler-305 c,Transit,2013,8.291,868.477,3.3
Kepler-305 d,Transit,2014,16.74,868.477,2.76
Kepler-305 e,Transit,2020,3.2054,868.477,1.7938
Kepler-306 b,Transit,2014,4.6462,775.679,1.52
Kepler-306 c,Transit,2014,7.2402,775.679,2.35
Kepler-306 d,Transit,2014,17.3266,775.679,2.47
Kepler-306 e,Transit,2014,44.841,775.679,2.27
Kepler-307 b,Transit,2013,10.4208,575.581,2.43
Kepler-307 c,Transit,2013,13.0729,575.581,2.2
Kepler-308 b,Transit,2014,9.6949,1335.92,2.12
Kepler-308 c,Transit,2014,15.3823,1335.92,2.16
Kepler-309 b,Transit,2014,5.9237,544.568,1.56
Kepler-309 c,Transit,2014,105.3564,544.568,2.51
Kepler-31 b,Transit,2011,20.8613,1664.64,5.5
Kepler-31 c,Transit,2011,42.6318,1664.64,5.3
Kepler-31 d,Transit,2014,87.6451,1664.64,3.9
Kepler-310 b,Transit,2014,13.9307,602.268,1.19
Kepler-310 c,Transit,2014,56.4754,602.268,3.38
Kepler-310 d,Transit,2014,92.8761,602.268,2.47
Kepler-311 b,Transit,2014,9.1761,778.654,1.7
Kepler-311 c,Transit,2014,19.7383,778.654,1.43
Kepler-311 d,Transit,2023,232.0403,778.654,2.05
Kepler-312 b,Transit,2014,1.7724,797.72,1.29
Kepler-312 c,Transit,2014,19.7474,797.72,3.15
Kepler-313 b,Transit,2014,14.9704,,2.53
Kepler-313 c,Transit,2014,32.2733,,2.57
Kepler-314 b,Transit,2014,2.4611,268.881,0.83
Kepler-314 c,Transit,2014,5.9604,268.881,2.9
Kepler-315 b,Transit,2014,96.1011,1160.63,3.77
Kepler-315 c,Transit,2014,265.4693,1160.63,4.15
Kepler-316 b,Transit,2014,2.2405,384.938,1.06
Kepler-316 c,Transit,2014,6.8278,384.938,1.16
Kepler-317 b,Transit,2014,5.5242,940.584,2.09
Kepler-317 c,Transit,2014,8.775,940.584,1.72
Kepler-318 b,Transit,2014,4.6627,489.141,4.71
Kepler-318 c,Transit,2014,11.815,489.141,3.68
Kepler-319 b,Transit,2014,4.3627,503.436,1.63
Kepler-319 c,Transit,2014,6.9414,503.436,2.63
Kepler-319 d,Transit,2014,31.7819,503.436,2.29
Kepler-32 b,Transit,2011,5.9012,323.847,2.2
Kepler-32 c,Transit,2011,8.7522,323.847,2.0
Kepler-32 d,Transit,2012,22.7802,323.847,2.7
Kepler-32 e,Transit,2012,2.896,323.847,1.5
Kepler-32 f,Transit,2012,0.743,323.847,0.82
Kepler-320 b,Transit,2014,8.3716,826.613,1.14
Kepler-320 c,Transit,2014,17.9349,826.613,1.37
Kepler-321 b,Transit,2014,4.9154,384.542,1.77
Kepler-321 c,Transit,2014,13.0939,384.542,2.32
Kepler-322 b,Transit,2014,1.6539,400.48,1.01
Kepler-322 c,Transit,2014,4.3372,400.48,1.67
Kepler-323 b,Transit,2014,1.6783,454.883,1.381
Kepler-323 c,Transit,2014,3.5538,454.883,1.57
Kepler-324 b,Transit,2014,4.3853,501.574,1.14
Kepler-324 c,Transit,2014,51.8056,501.574,3.15
Kepler-324 e,Transit,2021,13.9794,501.574,2.0386
Kepler-325 b,Transit,2014,4.5444,823.242,2.91
Kepler-325 c,Transit,2014,12.7622,823.242,2.54
Kepler-325 d,Transit,2014,38.7152,823.242,2.79
Kepler-326 b,Transit,2014,2.2483,487.675,1.52
Kepler-326 c,Transit,2014,4.5804,487.675,1.4
Kepler-326 d,Transit,2014,6.7669,487.675,1.21
Kepler-327 b,Transit,2014,2.5496,241.987,1.11
Kepler-327 c,Transit,2014,5.2123,241.987,1.03
Kepler-327 d,Transit,2014,13.9695,241.987,1.73
Kepler-328 b,Transit,2013,34.921,2213.19,2.3
Kepler-328 c,Transit,2013,71.312,2213.19,5.4
Kepler-329 b,Transit,2014,7.4164,439.719,1.4
Kepler-329 c,Transit,2014,18.6847,439.719,1.93
Kepler-33 b,Transit,2011,5.6679,1209.16,1.74
Kepler-33 c,Transit,2011,13.1756,1209.16,3.2
Kepler-33 d,Transit,2011,21.776,1209.16,5.35
Kepler-33 e,Transit,2011,31.7844,1209.16,4.02
Kepler-33 f,Transit,2011,41.029,1209.16,4.46
Kepler-330 b,Transit,2014,8.2598,717.527,1.35
Kepler-330 c,Transit,2014,15.9554,717.527,1.95
Kepler-331 b,Transit,2014,8.4575,580.119,1.82
Kepler-331 c,Transit,2014,17.2811,580.119,1.84
Kepler-331 d,Transit,2014,32.1343,580.119,1.64
Kepler-332 b,Transit,2014,7.6263,344.19,1.17
Kepler-332 c,Transit,2014,15.9956,344.19,1.09
Kepler-332 d,Transit,2014,34.2115,344.19,1.18
Kepler-333 b,Transit,2014,12.5512,324.413,1.32
Kepler-333 c,Transit,2014,24.0882,324.413,1.11
Kepler-334 b,Transit,2014,5.4703,426.59,1.12
Kepler-334 c,Transit,2014,12.758,426.59,1.43
Kepler-334 d,Transit,2014,25.0985,426.59,1.41
Kepler-335 b,Transit,2014,6.5623,1278.97,3.39
Kepler-335 c,Transit,2014,67.8445,1278.97,3.07
Kepler-336 b,Transit,2014,2.0248,768.86,1.02
Kepler-336 c,Transit,2014,9.6,768.86,2.1
Kepler-336 d,Transit,2014,20.6788,768.86,2.37
Kepler-337 b,Transit,2014,3.2928,677.975,1.54
Kepler-337 c,Transit,2014,9.6932,677.975,2.05
Kepler-338 b,Transit,2014,13.727,552.798,2.44
Kepler-338 c,Transit,2014,24.3109,552.798,2.34
Kepler-338 d,Transit,2014,44.431,552.798,3.0
Kepler-338 e,Transit Timing Variations,2014,9.341,552.798,1.56
Kepler-339 b,Transit,2014,4.9777,616.637,1.42
Kepler-339 c,Transit,2014,6.9881,616.637,1.15
Kepler-339 d,Transit,2014,10.5583,616.637,1.17
Kepler-34 b,Transit,2011,288.822,1800.82,8.564
Kepler-340 b,Transit,2014,14.8444,808.762,2.53
Kepler-340 c,Transit,2014,22.8247,808.762,3.37
Kepler-341 b,Transit,2014,5.1955,1047.03,1.18
Kepler-341 c,Transit,2014,8.0104,1047.03,1.7
Kepler-341 d,Transit,2014,27.6663,1047.03,1.85
Kepler-341 e,Transit,2014,42.4733,1047.03,1.99
Kepler-342 b,Transit,2014,15.1703,781.611,2.25
Kepler-342 c,Transit,2014,26.2341,781.611,1.96
Kepler-342 d,Transit,2014,39.4594,781.611,2.49
Kepler-342 e,Transit,2016,1.6442,781.611,0.88
Kepler-343 b,Transit,2014,8.9686,927.193,2.41
Kepler-343 c,Transit,2014,23.2218,927.193,2.02
Kepler-344 b,Transit,2014,21.9639,1002.94,2.61
Kepler-344 c,Transit,2014,125.5968,1002.94,2.95
Kepler-345 b,Transit,2014,7.4156,,0.74
Kepler-345 c,Transit,2014,9.3874,,1.2
Kepler-346 b,Transit,2014,6.5111,984.105,2.66
Kepler-346 c,Transit,2014,23.8515,984.105,3.07
Kepler-347 b,Transit,2014,12.7984,1298.88,1.97
Kepler-347 c,Transit,2014,27.3209,1298.88,1.75
Kepler-347 d,Transit,2023,85.5173,1298.88,3.04
Kepler-348 b,Transit,2014,7.0568,570.783,1.52
Kepler-348 c,Transit,2014,17.2654,570.783,1.33
Kepler-349 b,Transit,2014,5.9298,940.724,1.9
Kepler-349 c,Transit,2014,12.2476,940.724,1.96
Kepler-35 b,Transit,2011,131.458,1819.17,8.16
Kepler-350 b,Transit,2014,11.1896,956.859,1.85
Kepler-350 c,Transit,2013,17.849,956.859,3.1
Kepler-350 d,Transit,2013,26.136,956.859,2.8
Kepler-351 b,Transit,2014,37.0549,1083.91,3.06
Kepler-351 c,Transit,2014,57.2481,1083.91,3.19
Kepler-351 d,Transit,2016,142.5442,1083.91,2.72
Kepler-352 b,Transit,2014,10.0554,252.733,0.86
Kepler-352 c,Transit,2014,16.333,252.733,1.24
Kepler-352 d,Transit,2021,6.8873,252.733,0.8063
Kepler-353 b,Transit,2014,5.7953,384.694,0.89
Kepler-353 c,Transit,2014,8.4109,384.694,1.38
Kepler-354 b,Transit,2014,5.4767,554.064,1.84
Kepler-354 c,Transit,2014,16.9344,554.064,1.31
Kepler-354 d,Transit,2014,24.2098,554.064,1.24
Kepler-355 b,Transit,2014,11.0319,1432.17,1.46
Kepler-355 c,Transit,2014,25.7623,1432.17,2.71
Kepler-356 b,Transit,2014,4.6127,707.559,1.57
Kepler-356 c,Transit,2014,13.1216,707.559,1.81
Kepler-357 b,Transit,2014,6.4754,688.573,1.84
Kepler-357 c,Transit,2014,16.8584,688.573,2.67
Kepler-357 d,Transit,2014,49.4999,688.573,3.43
Kepler-358 b,Transit,2014,34.0605,1101.1,2.72
Kepler-358 c,Transit,2014,83.4884,1101.1,2.85
Kepler-359 b,Transit,2014,25.5632,1443.21,3.53
Kepler-359 c,Transit,2014,57.688,1443.21,4.3
Kepler-359 d,Transit,2014,77.0957,1443.21,4.01
Kepler-36 b,Transit,2012,13.8682,527.956,1.498
Kepler-36 c,Transit,2012,16.2186,527.956,3.679
Kepler-360 b,Transit,2014,3.2897,876.044,1.65
Kepler-360 c,Transit,2014,7.1864,876.044,2.1
Kepler-361 b,Transit,2014,8.4866,930.32,1.45
Kepler-361 c,Transit,2014,55.188,930.32,2.52
Kepler-362 b,Transit,2014,10.3272,1090.51,0.88
Kepler-362 c,Transit,2014,37.8663,1090.51,1.45
Kepler-363 b,Transit,2014,3.6146,762.596,1.16
Kepler-363 c,Transit,2014,7.5424,762.596,1.69
Kepler-363 d,Transit,2014,11.9321,762.596,2.05
Kepler-364 b,Transit,2014,25.7457,891.462,1.55
Kepler-364 c,Transit,2014,59.9806,891.462,2.15
Kepler-365 b,Transit,2014,10.6649,1038.99,2.04
Kepler-365 c,Transit,2014,17.7841,1038.99,1.64
Kepler-366 b,Transit,2014,3.282,1856.28,1.46
Kepler-366 c,Transit,2014,12.5162,1856.28,1.79
Kepler-367 b,Transit,2014,37.8157,188.027,1.3
Kepler-367 c,Transit,2014,53.5786,188.027,1.2
Kepler-368 b,Transit,2014,26.8477,770.978,3.26
Kepler-368 c,Transit,2014,72.3793,770.978,3.88
Kepler-369 b,Transit,2014,2.7328,,1.13
Kepler-369 c,Transit,2014,14.8716,,1.41
Kepler-37 b,Transit,2013,13.367,63.9207,0.3098
Kepler-37 c,Transit,2013,21.3018,63.9207,0.755
Kepler-37 d,Transit,2013,39.7923,63.9207,2.03
Kepler-37 e,Transit Timing Variations,2014,51.196,63.9207,
Kepler-370 b,Transit,2014,4.5795,1167.94,1.59
Kepler-370 c,Transit,2014,19.0229,1167.94,1.91
Kepler-371 b,Transit,2014,34.7633,813.192,1.89
Kepler-371 c,Transit,2014,67.968,813.192,1.78
Kepler-372 b,Transit,2014,6.8497,1493.95,1.36
Kepler-372 c,Transit,2014,20.0538,1493.95,2.09
Kepler-372 d,Transit,2014,30.0926,1493.95,1.69
Kepler-373 b,Transit,2014,5.5353,1090.45,1.36
Kepler-373 c,Transit,2014,16.7259,1090.45,1.24
Kepler-374 b,Transit,2014,1.8978,1265.61,1.03
Kepler-374 c,Transit,2014,3.2828,1265.61,1.1
Kepler-374 d,Transit,2014,5.0282,1265.61,1.31
Kepler-375 b,Transit,2014,12.1259,1238.81,1.45
Kepler-375 c,Transit,2014,19.9863,1238.81,2.65
Kepler-376 b,Transit,2014,4.9202,923.067,1.07
Kepler-376 c,Transit,2014,14.1723,923.067,1.79
Kepler-377 b,Transit,2014,12.5095,823.804,1.39
Kepler-377 c,Transit,2014,27.015,823.804,2.06
Kepler-378 b,Transit,2014,16.0924,152.094,0.75
Kepler-378 c,Transit,2014,28.906,152.094,0.7
Kepler-379 b,Transit,2014,20.0984,731.274,1.66
Kepler-379 c,Transit,2014,62.7847,731.274,2.29
Kepler-38 b,Transit,2012,105.599,1174.59,4.3
Kepler-380 b,Transit,2014,3.9308,813.713,1.19
Kepler-380 c,Transit,2014,7.63,813.713,1.27
Kepler-381 b,Transit,2014,5.629,267.323,0.99
Kepler-381 c,Transit,2014,13.3916,267.323,1.12
Kepler-381 d,Transit,2021,8.2563,267.323,1.0668
Kepler-382 b,Transit,2014,5.2622,935.446,1.32
Kepler-382 c,Transit,2014,12.1627,935.446,1.59
Kepler-383 b,Transit,2014,12.9045,,1.32
Kepler-383 c,Transit,2014,31.2008,,1.24
Kepler-384 b,Transit,2014,22.5971,895.678,1.12
Kepler-384 c,Transit,2014,45.3483,895.678,1.13
Kepler-385 b,Transit,2014,10.0437,1432.61,2.73
Kepler-385 c,Transit,2014,15.1632,1432.61,3.04
Kepler-385 d,Transit,2020,56.4159,1432.61,2.6186
Kepler-386 b,Transit,2014,12.3104,882.462,1.39
Kepler-386 c,Transit,2014,25.1935,882.462,1.58
Kepler-387 b,Transit,2014,6.7916,801.052,1.03
Kepler-387 c,Transit,2014,11.8375,801.052,0.89
Kepler-388 b,Transit,2014,3.1733,,0.81
Kepler-388 c,Transit,2014,13.297,,0.86
Kepler-389 b,Transit,2014,3.2441,816.559,1.51
Kepler-389 c,Transit,2014,14.5114,816.559,1.46
Kepler-39 b,Transit,2011,21.0872,1057.41,13.9
Kepler-390 b,Transit,2014,6.7381,435.277,0.82
Kepler-390 c,Transit,2014,13.06,435.277,0.79
Kepler-391 b,Transit,2014,7.4175,869.236,2.5
Kepler-391 c,Transit,2014,20.501,869.236,2.88
Kepler-392 b,Transit,2014,5.3419,681.428,1.0
Kepler-392 c,Transit,2014,10.4231,681.428,1.1
Kepler-393 b,Transit,2014,9.1824,881.404,1.29
Kepler-393 c,Transit,2014,14.6136,881.404,1.33
Kepler-394 b,Transit,2014,8.005,1058.72,1.6
Kepler-394 c,Transit,2014,12.1307,1058.72,1.66
Kepler-394 d,Transit,2021,5.6136,1058.72,1.5007
Kepler-395 b,Transit,2014,7.0543,421.382,1.03
Kepler-395 c,Transit,2014,34.9893,421.382,1.32
Kepler-396 b,Transit,2013,42.994,223.757,3.5
Kepler-396 c,Transit,2013,88.505,223.757,5.3
Kepler-397 b,Transit,2014,22.2509,,2.46
Kepler-397 c,Transit,2014,135.4985,,6.18
Kepler-398 b,Transit,2014,4.0814,177.355,0.93
Kepler-398 c,Transit,2014,11.4194,177.355,1.01
Kepler-398 d,Transit,2016,6.8344,177.355,0.88
Kepler-399 b,Transit,2014,14.4253,740.537,0.96
Kepler-399 c,Transit,2014,26.6757,740.537,1.43
Kepler-399 d,Transit,2014,58.0346,740.537,1.89
Kepler-4 b,Transit,2009,3.2135,487.916,4.002
Kepler-40 b,Transit,2010,6.8735,2305.01,13.11
Kepler-400 b,Transit,2014,9.0244,845.97,1.65
Kepler-400 c,Transit,2014,17.3408,845.97,1.49
Kepler-401 b,Transit,2014,14.383,965.56,1.71
Kepler-401 c,Transit,2014,47.3182,965.56,2.15
Kepler-401 d,Transit,2016,184.2564,965.56,2.27
Kepler-402 b,Transit,2014,4.0288,625.339,1.22
Kepler-402 c,Transit,2014,6.1248,625.339,1.56
Kepler-402 d,Transit,2014,8.9211,625.339,1.38
Kepler-402 e,Transit,2014,11.2429,625.339,1.46
Kepler-403 b,Transit,2014,7.0315,840.269,1.25
Kepler-403 c,Transit,2014,54.2807,840.269,1.75
Kepler-403 d,Transit,2016,13.6116,840.269,1.42
Kepler-404 b,Transit,2014,11.8299,812.524,1.27
Kepler-404 c,Transit,2014,14.7512,812.524,1.72
Kepler-405 b,Transit,2014,10.6138,1065.08,2.08
Kepler-405 c,Transit,2014,29.7267,1065.08,4.66
Kepler-406 b,Transit,2014,2.4263,364.03,1.43
Kepler-406 c,Transit,2014,4.6233,364.03,0.85
Kepler-407 b,Transit,2014,0.6693,338.368,1.19
Kepler-407 c,Radial Velocity,2014,3000.0,338.368,
Kepler-408 b,Transit,2014,2.465,88.7832,0.82
Kepler-409 b,Transit,2014,68.9583,68.173,1.199
Kepler-41 b,Transit,2011,1.8556,1093.08,14.46
Kepler-410 A b,Transit,2013,17.8336,147.527,2.838
Kepler-411 b,Transit,2013,3.0052,153.676,2.401
Kepler-411 c,Transit,2016,7.8344,153.676,4.421
Kepler-411 d,Transit,2018,58.0204,153.676,3.319
Kepler-411 e,Transit Timing Variations,2018,31.5097,153.676,
Kepler-412 b,Transit,2014,1.7209,1086.24,15.0313
Kepler-413 b,Transit,2014,66.262,847.536,4.347
Kepler-414 b,Transit Timing Variations,2014,4.7,413.46,1.71
Kepler-414 c,Transit Timing Variations,2014,7.171,413.46,3.01
Kepler-415 b,Transit Timing Variations,2014,4.176,530.487,1.21
Kepler-415 c,Transit Timing Variations,2014,8.708,530.487,
Kepler-416 b,Transit Timing Variations,2014,6.319,690.819,2.48
Kepler-416 c,Transit Timing Variations,2014,12.209,690.819,
Kepler-416 d,Transit,2023,3.0764,690.819,1.61
Kepler-417 b,Transit Timing Variations,2014,12.331,973.989,2.31
Kepler-417 c,Transit Timing Variations,2014,15.943,973.989,
Kepler-418 b,Transit,2014,86.6786,1002.53,13.45
Kepler-418 c,Transit,2021,12.2183,1002.53,5.2211
Kepler-419 b,Transit,2014,69.7546,1011.36,10.8
Kepler-419 c,Transit Timing Variations,2014,675.47,1011.36,
Kepler-42 b,Transit,2011,1.2138,40.0595,0.78
Kepler-42 c,Transit,2011,0.4533,40.0595,0.73
Kepler-42 d,Transit,2011,1.8652,40.0595,0.57
Kepler-421 b,Transit,2014,704.1984,348.558,4.16
Kepler-422 b,Transit,2014,7.8914,722.795,12.89
Kepler-423 b,Transit,2014,2.6843,758.753,13.361
Kepler-424 b,Transit,2014,3.3119,698.646,9.98
Kepler-424 c,Radial Velocity,2014,223.3,698.646,
Kepler-425 b,Transit,2014,3.797,646.647,10.962
Kepler-426 b,Transit,2014,3.2175,843.695,12.22
Kepler-427 b,Transit,2014,10.291,1017.8,13.79
Kepler-428 b,Transit,2014,3.5256,686.284,12.11
Kepler-43 b,Transit,2011,3.0241,1005.84,13.6638
Kepler-430 b,Transit,2015,35.968,917.477,3.25
Kepler-430 c,Transit,2015,110.979,917.477,1.75
Kepler-431 b,Transit,2015,6.803,486.546,0.764
Kepler-431 c,Transit,2015,8.703,486.546,0.668
Kepler-431 d,Transit,2015,11.922,486.546,1.11
Kepler-432 b,Transit,2015,52.5011,848.023,12.8343
Kepler-432 c,Radial Velocity,2015,406.2,848.023,
Kepler-433 b,Transit,2015,5.3341,1878.31,16.25
Kepler-434 b,Transit,2015,12.8747,1222.54,12.67
Kepler-435 b,Transit,2015,8.6002,1418.77,22.31
Kepler-436 b,Transit,2015,64.002,588.867,2.73
Kepler-436 c,Transit,2016,16.7971,588.867,2.33
Kepler-437 b,Transit,2015,66.6506,,2.14
Kepler-438 b,Transit,2015,35.2332,,1.12
Kepler-439 b,Transit,2015,178.1396,757.048,2.24
Kepler-44 b,Transit,2011,3.2467,1188.0,12.22
Kepler-440 b,Transit,2015,101.1114,301.03,1.86
Kepler-441 b,Transit,2015,207.2482,268.003,1.64
Kepler-442 b,Transit,2015,112.3053,365.965,1.34
Kepler-443 b,Transit,2015,177.6693,802.271,2.33
Kepler-444 b,Transit,2015,3.6001,36.4396,0.403
Kepler-444 c,Transit,2015,4.5459,36.4396,0.497
Kepler-444 d,Transit,2015,6.1894,36.4396,0.53
Kepler-444 e,Transit,2015,7.7435,36.4396,0.546
Kepler-444 f,Transit,2015,9.7405,36.4396,0.741
Kepler-445 b,Transit,2015,2.9842,127.201,1.58
Kepler-445 c,Transit,2015,4.8712,127.201,2.51
Kepler-445 d,Transit,2015,8.1528,127.201,1.25
Kepler-446 b,Transit,2015,1.5654,96.339,1.5
Kepler-446 c,Transit,2015,3.0362,96.339,1.11
Kepler-446 d,Transit,2015,5.1489,96.339,1.35
Kepler-447 b,Transit,2015,7.7943,268.041,18.49
Kepler-448 c,Transit Timing Variations,2017,2500.0,399.398,
Kepler-449 b,Transit,2015,12.5824,241.949,2.056
Kepler-449 c,Transit,2015,33.6727,241.949,2.764
Kepler-45 b,Transit,2011,2.4552,381.949,10.76
Kepler-450 b,Transit,2015,28.4549,455.982,6.14
Kepler-450 c,Transit,2015,15.4131,455.982,2.62
Kepler-450 d,Transit,2015,7.5146,455.982,0.837
Kepler-451 c,Eclipse Timing Variations,2022,1460.0,396.332,
Kepler-451 d,Eclipse Timing Variations,2022,43.0,396.332,
Kepler-452 b,Transit,2015,384.843,551.727,1.63
Kepler-453 b,Transit,2015,240.503,442.846,6.204
Kepler-454 b,Transit,2015,10.5738,230.869,2.37
Kepler-454 c,Radial Velocity,2015,524.19,230.869,
Kepler-454 d,Radial Velocity,2023,4073.0,230.869,
Kepler-457 d,Transit,2021,10.6906,1072.3,2.9847
Kepler-458 c,Transit,2016,20.7403,1594.74,4.2
Kepler-46 b,Transit,2012,33.6013,777.06,9.057
Kepler-46 c,Transit Timing Variations,2012,57.011,777.06,
Kepler-46 d,Transit,2014,6.7666,777.06,1.64
Kepler-460 c,Transit,2016,220.1303,1274.01,5.52
Kepler-461 b,Transit,2016,8.3138,692.158,2.58
Kepler-462 b,Transit,2016,84.6866,596.625,3.0
Kepler-462 c,Transit,2020,207.62,596.625,4.0
Kepler-463 b,Transit,2016,8.981,394.804,3.05
Kepler-464 b,Transit,2016,7.257,667.604,3.3
Kepler-465 b,Transit,2016,9.9407,553.077,2.95
Kepler-466 b,Transit,2016,51.0793,530.122,2.85
Kepler-466 c,Transit,2016,3.7092,530.122,1.25
